"Date","Price","Open","High","Low","Vol.","Change %"
"07/27/2016","654.5","648.5","657.1","646.6","11.79K","0.93%"
"07/26/2016","648.5","654.2","657.6","640.6","20.36K","-0.87%"
"07/25/2016","654.2","661.8","664.4","650.0","14.84K","-1.16%"
"07/24/2016","661.8","654.0","664.1","650.5","14.02K","1.19%"
"07/23/2016","654.0","648.0","657.1","645.0","10.00K","0.92%"
"07/22/2016","648.0","665.0","668.0","640.0","27.84K","-2.55%"
"07/21/2016","665.0","665.8","668.0","657.6","10.70K","-0.13%"
"07/20/2016","665.8","675.0","676.0","661.3","12.85K","-1.36%"
"07/19/2016","675.0","674.3","676.6","666.3","10.95K","0.10%"
"07/18/2016","674.3","683.2","686.0","666.5","18.08K","-1.30%"
"07/17/2016","683.2","665.3","689.7","663.6","20.41K","2.69%"
"07/16/2016","665.3","665.5","669.6","659.1","5.92K","-0.03%"
"07/15/2016","665.5","659.8","669.6","658.2","9.47K","0.87%"
"07/14/2016","659.8","653.7","666.0","650.0","20.20K","0.93%"
"07/13/2016","653.7","667.1","669.9","652.5","17.54K","-2.02%"
"07/12/2016","667.2","648.0","678.0","645.6","30.22K","2.97%"
"07/11/2016","648.0","649.7","662.5","643.4","13.92K","-0.27%"
"07/10/2016","649.7","648.1","651.5","636.9","10.27K","0.25%"
"07/09/2016","648.1","664.8","664.8","624.0","46.88K","-2.51%"
"07/08/2016","664.8","640.5","666.6","634.0","32.88K","3.79%"
"07/07/2016","640.5","677.4","682.0","610.1","75.70K","-5.40%"
"07/06/2016","677.0","667.8","682.6","667.0","15.92K","1.39%"
"07/05/2016","667.8","681.3","682.7","659.3","17.40K","-1.99%"
"07/04/2016","681.3","659.3","684.2","644.5","23.52K","3.34%"
"07/03/2016","659.3","706.0","707.0","644.4","44.70K","-6.49%"
"07/02/2016","705.0","674.8","705.3","673.4","29.14K","4.49%"
"07/01/2016","674.8","674.7","690.6","667.6","41.62K","0.00%"
"06/30/2016","674.7","640.0","677.5","635.6","40.25K","5.48%"
"06/29/2016","639.7","646.6","646.6","622.0","33.26K","-1.02%"
"06/28/2016","646.3","662.2","664.3","633.0","35.75K","-2.40%"
"06/27/2016","662.2","627.4","662.2","617.3","46.01K","5.54%"
"06/26/2016","627.4","664.9","667.9","614.3","45.12K","-5.63%"
"06/25/2016","664.9","665.5","698.0","642.8","55.63K","-0.18%"
"06/24/2016","666.0","625.8","680.0","625.8","92.36K","6.43%"
"06/23/2016","625.8","605.6","638.2","555.6","122.98K","3.26%"
"06/22/2016","606.0","669.0","688.2","588.9","100.50K","-9.40%"
"06/21/2016","668.9","705.8","715.8","668.9","102.12K","-10.08%"
"06/20/2016","743.9","767.3","767.7","724.3","49.09K","-3.05%"
"06/19/2016","767.3","757.6","771.9","740.0","26.70K","1.28%"
"06/18/2016","757.6","748.7","789.7","721.6","66.95K","1.19%"
"06/17/2016","748.7","769.5","780.0","703.1","97.38K","-2.70%"
"06/16/2016","769.5","697.0","778.5","697.0","123.86K","10.41%"
"06/15/2016","696.9","684.5","699.1","669.2","34.04K","1.81%"
"06/14/2016","684.5","705.9","705.9","656.5","65.74K","-3.03%"
"06/13/2016","705.9","672.0","719.0","659.9","117.69K","5.20%"
"06/12/2016","671.0","614.6","685.0","607.0","116.40K","9.19%"
"06/11/2016","614.5","580.1","615.0","579.3","28.43K","5.94%"
"06/10/2016","580.1","575.5","582.4","572.5","16.17K","0.79%"
"06/09/2016","575.5","583.0","583.7","570.0","21.87K","-1.29%"
"06/08/2016","583.0","576.9","585.0","571.1","18.08K","1.07%"
"06/07/2016","576.9","585.2","592.1","561.3","36.12K","-1.43%"
"06/06/2016","585.2","574.0","588.5","574.0","27.45K","1.95%"
"06/05/2016","574.0","572.9","586.0","565.2","28.14K","0.23%"
"06/04/2016","572.7","570.9","593.7","561.5","39.12K","0.32%"
"06/03/2016","570.9","538.8","579.0","535.8","48.45K","5.95%"
"06/02/2016","538.8","536.8","543.7","532.4","16.88K","0.37%"
"06/01/2016","536.8","530.7","546.1","523.8","27.82K","1.15%"
"05/31/2016","530.7","532.9","546.5","518.0","49.88K","-0.41%"
"05/30/2016","532.9","531.0","548.4","521.1","32.60K","0.36%"
"05/29/2016","531.0","527.0","567.0","512.5","83.72K","0.76%"
"05/28/2016","527.0","472.0","541.0","471.0","74.36K","11.65%"
"05/27/2016","472.0","454.0","482.3","453.6","59.12K","3.98%"
"05/26/2016","454.0","449.1","454.7","446.0","9.52K","1.09%"
"05/25/2016","449.1","445.0","450.4","443.0","12.35K","0.91%"
"05/24/2016","445.0","443.5","447.8","442.4","8.33K","0.31%"
"05/23/2016","443.7","437.5","444.4","436.5","7.87K","1.41%"
"05/22/2016","437.5","440.8","441.0","435.1","7.24K","-0.76%"
"05/21/2016","440.8","441.6","442.2","437.0","6.22K","-0.17%"
"05/20/2016","441.6","434.5","443.1","433.0","14.29K","1.51%"
"05/19/2016","435.0","453.5","454.7","433.0","30.35K","-4.08%"
"05/18/2016","453.5","453.2","456.9","451.5","7.16K","0.06%"
"05/17/2016","453.2","453.0","454.9","451.0","7.63K","0.05%"
"05/16/2016","453.0","457.9","459.0","451.0","8.77K","-1.07%"
"05/15/2016","457.9","455.8","460.7","454.7","5.64K","0.46%"
"05/14/2016","455.8","455.8","458.5","454.1","3.61K","0.00%"
"05/13/2016","455.8","455.0","457.5","452.0","7.13K","0.17%"
"05/12/2016","455.0","452.3","456.1","445.9","18.08K","0.60%"
"05/11/2016","452.3","450.7","454.7","450.0","8.03K","0.35%"
"05/10/2016","450.7","461.6","464.0","446.2","22.57K","-2.35%"
"05/09/2016","461.6","459.9","465.4","457.8","15.12K","0.37%"
"05/08/2016","459.9","460.2","461.6","456.0","6.45K","-0.07%"
"05/07/2016","460.2","461.2","463.0","458.3","7.81K","-0.21%"
"05/06/2016","461.2","448.4","465.0","448.0","26.54K","2.85%"
"05/05/2016","448.4","447.4","450.4","446.1","10.79K","0.23%"
"05/04/2016","447.4","450.4","451.0","445.1","7.05K","-0.67%"
"05/03/2016","450.4","443.7","452.0","440.1","12.16K","1.50%"
"05/02/2016","443.7","451.1","452.5","436.0","29.74K","-1.64%"
"05/01/2016","451.1","446.6","453.0","445.7","3.90K","1.01%"
"04/30/2016","446.6","455.3","456.0","445.1","10.58K","-1.92%"
"04/29/2016","455.3","450.5","457.4","445.8","13.42K","1.08%"
"04/28/2016","450.5","444.9","450.8","435.0","25.33K","1.21%"
"04/27/2016","445.1","468.1","469.7","443.4","40.28K","-4.92%"
"04/26/2016","468.1","461.8","472.0","461.8","18.72K","1.38%"
"04/25/2016","461.8","463.0","471.6","455.0","25.90K","-0.27%"
"04/24/2016","463.0","453.7","465.0","450.2","24.13K","2.05%"
"04/23/2016","453.7","447.8","454.6","445.7","10.16K","1.32%"
"04/22/2016","447.8","452.3","453.1","444.5","12.21K","-0.94%"
"04/21/2016","452.0","443.9","454.5","442.3","17.83K","1.82%"
"04/20/2016","444.0","437.8","446.5","436.6","21.25K","1.41%"
